Spectra #,Intensity_G,Shift_G,Intensity_D,Shift_D,Intensity_2D,Shift_2D,Intensity Ratio
64,0.9081130389763246,1593.0,1.6139559490039745,1345.0,0.914120547875719,2681.0,1.7772632698053927
65,0.9235666167736526,1592.0,1.8786570877199602,1345.0,1.0467786818102298,2684.0,2.0341327345533333
66,0.9247075241763218,1592.0,1.6987477363848773,1344.0,0.9401036203951825,2683.0,1.8370649010323858
67,0.9503933576285434,1592.0,1.7101279585091513,1345.0,1.0538298316616788,2685.0,1.7993896367040336
68,0.9255830187023089,1589.0,2.384256276810035,1342.0,1.3296040907333109,2679.0,2.5759507560465225
69,0.9351704075237358,1586.0,2.2764677256372066,1342.0,1.4717467634181747,2680.0,2.4342811826831965
70,0.9349455117366305,1587.0,2.6164281690391915,1343.0,1.3532856531587172,2679.0,2.7984819823128113
71,0.9417420312467689,1588.0,2.5624417178445524,1343.0,1.3515919999321675,2679.0,2.7209592784683774
72,0.920707864017101,1593.0,2.035024851661445,1345.0,1.0603078615638217,2682.0,2.210282904267283
73,0.9405774805138535,1591.0,1.801592968857786,1343.0,1.128617229319624,2681.0,1.9154115489492107
74,0.951809492970524,1593.0,1.5689375703315567,1346.0,1.1812516441360374,2683.0,1.648373526339839
75,0.9415644150656778,1595.0,1.631820031526338,1347.0,1.197334805887326,2689.0,1.733094417563043
76,0.9236520563585564,1596.0,1.677561055894425,1347.0,1.0566313906417615,2690.0,1.8162261907455826
77,0.9441176354733273,1594.0,1.6443152782470618,1346.0,0.9994739154868427,2687.0,1.7416423721633958
78,0.9430279019047507,1594.0,1.4719959120201584,1346.0,1.0869205954703955,2686.0,1.5609250893287305
79,0.9248849602762078,1590.0,1.1213826039907864,1346.0,1.0773610060371315,2689.0,1.2124563077076056
80,0.9004529398017161,1594.0,1.523539153335825,1346.0,0.7963639757935875,2688.0,1.6919697698708331
81,0.9253366535948614,1596.0,2.167972062170312,1347.0,0.9243030957299918,2688.0,2.3429008823414783
82,0.9075968621964473,1590.0,2.6330759653294638,1345.0,1.1731982487950081,2685.0,2.9011514638307996
83,0.9644648989776308,1592.0,1.179576362740732,1345.0,1.6319188420729314,2695.0,1.2230371099986403
84,0.9503951407650415,1592.0,0.7845215925711879,1348.0,1.9050612466918062,2694.0,0.8254688591312346
85,0.9395273857045959,1596.0,1.6828571353897437,1347.0,1.0325348740937237,2689.0,1.7911741168967519
86,0.932394038857538,1595.0,1.8351374528255142,1346.0,0.979650055685733,2689.0,1.96819946969428
87,0.9291725061883673,1593.0,1.7990224305945124,1345.0,0.9793217401806549,2686.0,1.9361554701768198
88,0.9518897581939604,1588.0,1.4701843340916068,1344.0,0.9777449530297684,2684.0,1.5444901275973566
89,0.9520349242907861,1590.0,1.4160843250368482,1344.0,0.9651659281975743,2685.0,1.4874289681040362
90,0.9369665366112561,1589.0,1.5802717472544676,1344.0,1.0164696094428753,2679.0,1.6865829093212499
91,0.9311279763216259,1594.0,1.5509017305765098,1346.0,1.0760983815139358,2687.0,1.6656160807274516
92,0.9333713187805747,1593.0,1.8058318533044542,1345.0,1.1758047345184761,2686.0,1.934741101391166
93,0.932779126526069,1594.0,1.9415034551943782,1347.0,1.1865808058951222,2687.0,2.081418204998949
94,0.9325819717344608,1595.0,1.5692280760318449,1347.0,1.1958550101177896,2688.0,1.6826703963763303
95,0.9762525117385413,1591.0,0.47427110701761077,1346.0,0.42107704021762576,2691.0,0.48580782258169436
96,0.9173110442610666,1596.0,1.7357031619660985,1347.0,0.9194067575956706,2686.0,1.8921642476945013
97,0.9194949462179585,1593.0,1.8610853219608354,1344.0,0.9799093702826303,2685.0,2.0240299629876173
98,0.9425543063838752,1588.0,1.7725686136206849,1340.0,0.9534019987759239,2676.0,1.8806010450699366
99,0.9540884363332871,1591.0,1.826039044236382,1343.0,1.0887469441614854,2681.0,1.9139096279734185
100,0.9499009886626578,1591.0,2.076031624337835,1344.0,1.2959283775417876,2683.0,2.18552422738356
101,0.920977652132954,1592.0,2.4839987936532415,1345.0,1.3057257189888145,2684.0,2.697132539427403
102,0.9499919788835419,1595.0,2.1583384785221,1346.0,1.1054465282732222,2688.0,2.2719544232980176
103,0.9624797375220967,1590.0,2.4785289702164817,1343.0,1.2669459659613296,2679.0,2.57514924584018
104,0.9460704125108262,1588.0,2.2479748772788213,1341.0,1.3501465248697235,2677.0,2.3761179374723302
105,0.9120625726922169,1591.0,2.0702641750007604,1343.0,1.045473444390251,2681.0,2.2698707709162718
106,0.9205595786681873,1594.0,2.0083613889630483,1346.0,1.0638790330944055,2684.0,2.181674533079793
107,0.9462915911689361,1598.0,1.6627962841503503,1349.0,1.0495904378390668,2693.0,1.7571711506982002
108,0.9467999847224087,1596.0,1.539736372306189,1348.0,0.8890195074549174,2691.0,1.6262530599402394
109,0.9418386568907733,1591.0,1.824244659996244,1345.0,1.014097465319485,2687.0,1.9368972027740894
110,0.9374973863767413,1594.0,1.8229775739050198,1345.0,1.1234804026257919,2687.0,1.944514833209829
111,0.920082538998952,1594.0,2.0038744463031835,1345.0,0.9393985498994216,2685.0,2.1779290024168865
112,0.905726019120895,1594.0,2.3453856802385054,1346.0,1.0458524770904265,2686.0,2.589509002418806
113,0.9337271709348317,1595.0,2.5427552726411635,1346.0,1.110353507466336,2687.0,2.7232315303574173
114,0.9473271659167242,1594.0,2.0981222063062583,1347.0,1.1463624078444505,2689.0,2.2147809983638704
115,0.9557653370534865,1593.0,1.1780701880670161,1347.0,1.513929702334595,2694.0,1.2325935482226942
116,0.9613922032190402,1592.0,1.1945195110171003,1345.0,1.5330638460524437,2690.0,1.2424892848282703
117,0.9620523835387966,1594.0,1.6381605777477857,1346.0,1.0998797235069393,2686.0,1.7027769025653308
118,0.9640629779243175,1594.0,1.574120168730603,1347.0,0.9733236724896289,2686.0,1.632798068980694
119,0.9740501801875333,1590.0,1.0784735812282769,1346.0,0.670462929468118,2688.0,1.1072053608374046
120,0.9541029764555101,1591.0,1.1666111437947877,1345.0,0.8025668964690675,2687.0,1.2227308504253334
121,0.9348553198698639,1593.0,1.8227608822372365,1346.0,1.080216338215827,2686.0,1.9497785844455302
122,0.9082221491096414,1595.0,1.7645974178856982,1346.0,1.0301980946331397,2688.0,1.9429138780810271
123,0.9249967803366418,1594.0,1.699444480833156,1346.0,0.932574717211767,2684.0,1.8372436715019298
124,0.9096826315788191,1593.0,2.071347795874695,1346.0,0.9946625243287862,2687.0,2.2770004878291705
125,0.920198595766846,1589.0,2.1448310896111256,1344.0,1.0192880321422273,2682.0,2.3308349952694005
126,0.9192924358365471,1592.0,1.8063919371159434,1344.0,0.9907536158139609,2683.0,1.9649807468198566
127,0.9298779184463285,1594.0,1.523709318198297,1347.0,0.9606785891960014,2687.0,1.6386122177674272
128,0.9268321899194468,1592.0,1.9787138191033131,1344.0,1.071457306912837,2681.0,2.1349213381068344
129,0.944192716701311,1592.0,1.8447553023992918,1344.0,1.0223262360292067,2679.0,1.9537910743944742
130,0.9498997679597195,1590.0,1.7572539880908458,1341.0,1.0322003337447572,2676.0,1.8499362220766034
131,0.9571231293056586,1592.0,1.814383016976109,1343.0,1.0579088434461017,2679.0,1.8956631194278488
132,0.9476902902908196,1592.0,1.737650422723142,1345.0,1.319226429840282,2683.0,1.8335636025034145
133,0.927318264339462,1591.0,2.5700310671522475,1346.0,1.3911029384882403,2686.0,2.77146602842219
134,0.9429201531473806,1596.0,1.8185076652599752,1348.0,1.0420902155489413,2691.0,1.928591365016395
135,0.9322329309483799,1594.0,1.909522134439629,1347.0,1.0119931964960696,2685.0,2.0483315607581383
136,0.9343183998783616,1589.0,2.045696546497683,1341.0,1.043111129941822,2676.0,2.1895068605777337
137,0.9350194760393717,1589.0,2.1967937720833883,1341.0,1.076813469842146,2675.0,2.3494631164141504
138,0.9240295655183657,1590.0,2.5579852574095385,1344.0,1.2956176259013275,2682.0,2.768293735249207
139,0.9338810353618162,1597.0,1.9037354879535047,1348.0,1.0893543501004959,2689.0,2.038520342385939
140,0.9422347186245938,1596.0,1.5175896424459236,1347.0,1.0385709040666484,2687.0,1.6106280234092747
141,0.9484262793139578,1593.0,1.7049660441346315,1346.0,1.1602296687504667,2687.0,1.7976790408717007
142,0.9344579563159157,1595.0,1.6319287965815519,1347.0,0.9723762958413233,2688.0,1.7463908199951583
143,0.9306556831125372,1596.0,1.872255232252546,1347.0,0.883200635356459,2688.0,2.011759307148773
144,0.9249199402778191,1596.0,2.3406857759421236,1347.0,1.0560776511633951,2686.0,2.53069014301827
145,0.9373440478283479,1595.0,2.1228851919650165,1347.0,1.1137114120160536,2689.0,2.264787616546291
146,0.96222067269828,1595.0,1.7634642292755776,1347.0,1.1456136896066846,2688.0,1.8327024967468564
147,0.9526038116886346,1593.0,1.609742831436839,1346.0,1.2181497597575155,2687.0,1.68983454788337
148,0.9504842695393941,1593.0,1.6214213136895732,1345.0,1.2661052467176714,2683.0,1.705889687659235
149,0.9603750673606809,1593.0,1.2255180159792305,1347.0,1.3227404197790213,2692.0,1.2760827072981185
150,0.9710644917596951,1588.0,1.2271898559770102,1344.0,0.8603414625079748,2685.0,1.263757316214068
151,0.9608842370152838,1593.0,1.1968424425045487,1346.0,0.8613102448783291,2690.0,1.245563613596371
152,0.9524656717471919,1594.0,1.3421655775623378,1348.0,1.052075637847599,2692.0,1.4091485051637451
153,0.9551865512165008,1596.0,1.702588165668577,1348.0,1.0679554960939726,2689.0,1.7824666432962284
154,0.9481828982789763,1595.0,1.7872188866221796,1346.0,1.01133615847927,2686.0,1.8848883373304002
155,0.93053847133605,1593.0,2.004646632842879,1345.0,1.0078232468242156,2682.0,2.1542866787276878
156,0.9328047882457324,1589.0,2.406861360992152,1344.0,1.327592818175768,2679.0,2.580241215869598
157,0.9249239035910977,1591.0,2.1080140080402745,1343.0,1.193457587758072,2680.0,2.279121557844625
158,0.9392238960041749,1593.0,1.817429855801549,1345.0,0.9838512134978545,2684.0,1.9350336629355418
159,0.941911981444615,1595.0,1.829548205976944,1347.0,1.0678043267204753,2689.0,1.9423770394882938
160,0.9179838691262866,1591.0,2.2101932939667677,1344.0,1.2007636482984745,2682.0,2.407660274107401
161,0.934901986193013,1591.0,1.9670864802300012,1344.0,1.13657152161885,2682.0,2.10405637091447
162,0.9277077173620345,1592.0,1.7631695718989773,1344.0,0.9270815859557577,2681.0,1.9005658128107463
163,0.9459256839453456,1594.0,1.69936870467504,1345.0,1.0482293564655634,2684.0,1.7965139688217067
164,0.9620285893217958,1594.0,1.2327567043926657,1345.0,1.2739966884121652,2685.0,1.2814137938059886
165,0.9497184138754452,1592.0,1.9498900381440807,1344.0,1.2249701325584337,2682.0,2.0531243889305144
166,0.9478334499113157,1596.0,1.7477303536830027,1347.0,0.9221503843596408,2689.0,1.843921370201199
167,0.9343513335528482,1595.0,1.8510792721890699,1346.0,0.9361951512627426,2687.0,1.9811383638212257
168,0.9590467730572487,1592.0,1.917610811103434,1343.0,0.9952202912374801,2677.0,1.9994966512326353
169,0.9596563761230292,1591.0,1.898859892154539,1343.0,1.0482944506642693,2679.0,1.9786873087071561
170,0.957043925249072,1593.0,2.0758855825236977,1345.0,1.0570762134990874,2683.0,2.1690598809071857
171,0.9612626694492784,1591.0,2.6733642644870694,1344.0,1.2867702681502482,2682.0,2.781096519662705
172,0.94364971564402,1595.0,1.5604390922195102,1347.0,1.133581806024955,2688.0,1.6536211121036
173,0.9409569040729129,1593.0,1.879737221060638,1345.0,1.188544736781549,2685.0,1.9976868365854308
174,0.939362744560696,1595.0,2.009634872196726,1347.0,1.022108054823459,2687.0,2.1393597775016673
175,0.9401301115104852,1596.0,1.9888867888566542,1347.0,1.0074210314971312,2689.0,2.1155441831994466
176,0.9639547442604359,1596.0,2.079580162227936,1347.0,1.1170715610042647,2688.0,2.1573421103118577
177,0.9542835604052635,1588.0,2.583203785572637,1345.0,1.4928069069374337,2683.0,2.706956184465345
178,0.9710596459565681,1592.0,1.9205708800991854,1344.0,1.4134007470321375,2684.0,1.9778093838996635
179,0.9544072384460065,1593.0,1.6734976338567056,1346.0,1.2546317699638385,2686.0,1.7534418919344565
180,0.9651370170279349,1592.0,1.4065023202699865,1345.0,1.0392313105652342,2684.0,1.4573084395842593
181,0.9695552077726655,1591.0,1.1185786325368736,1344.0,1.0362431014467839,2684.0,1.1537028769166802
182,0.9706999444077811,1591.0,1.0295580261890767,1344.0,0.9635672755213222,2685.0,1.0606346813146308
183,0.96186433063361,1594.0,1.6198085114845668,1347.0,1.2265623764530322,2689.0,1.6840301276350986
184,0.943927540926102,1596.0,1.7578883912892924,1347.0,1.0362989228411439,2687.0,1.8623128524935302
185,0.9491750396847144,1595.0,1.7642156263378905,1347.0,1.1174283452844165,2687.0,1.8586831222657378
186,0.9416308886697692,1595.0,1.8366573024441697,1347.0,1.042759167329215,2687.0,1.9505066417678734
187,0.9284859389942606,1595.0,1.8512867773002728,1346.0,0.9369258308515935,2688.0,1.993877020157778
188,0.9319080971428475,1590.0,1.9408142742185075,1343.0,1.0282297486348897,2676.0,2.0826241130095147
189,0.9426816819767849,1591.0,1.9753312712437001,1342.0,1.0071749575772508,2681.0,2.095438268304386
190,0.9267496617116626,1593.0,1.952664518742863,1345.0,1.0388556265772224,2684.0,2.10700321717559
191,0.9291567615782877,1594.0,1.992906948778444,1346.0,1.0681974356121293,2687.0,2.1448554551690986
192,0.9332756692668427,1592.0,1.8287989192269516,1344.0,1.0898145787439524,2683.0,1.959548480100857
193,0.9524812497720193,1592.0,1.8117695352002405,1344.0,1.1244379413698322,2685.0,1.9021576914337115
194,0.9417531461207236,1594.0,2.053115320038296,1344.0,0.962127882267044,2683.0,2.180099242031209
195,0.9621478546996791,1594.0,1.8484562332132726,1346.0,1.1202498152231906,2686.0,1.9211769003946302
196,0.9652058581238145,1594.0,1.6747996885653713,1345.0,1.3270157825336208,2687.0,1.7351735637212964
197,0.9562513550376991,1592.0,1.8177801874603707,1345.0,1.4019982779780333,2683.0,1.900943907565712
198,0.950521277187582,1593.0,1.8289897791552758,1345.0,1.073641635391338,2684.0,1.9241965677684996
199,0.9580947044428368,1592.0,1.842500538667931,1344.0,1.0378540914086378,2680.0,1.923088114488019
200,0.9504683133969976,1590.0,1.7834251799023073,1342.0,0.9767142703438433,2677.0,1.8763646875594422
201,0.9578610776837542,1592.0,1.8129778007325716,1344.0,0.9611001085052288,2684.0,1.8927356408683111
202,0.963944025101436,1594.0,1.8999883521419085,1347.0,1.0378358038259292,2686.0,1.971056723902586
203,0.9363490617062957,1595.0,2.2495953387668925,1346.0,1.1767019069118574,2687.0,2.402517854471373
204,0.9460859130147274,1593.0,1.9991111061347575,1347.0,1.3830217715109385,2690.0,2.113033371107427
205,0.9337988228720043,1594.0,1.977340823682397,1346.0,1.0865239764795587,2686.0,2.11752336290258
206,0.9480835759811825,1596.0,1.8673794150843182,1347.0,0.9398049372119051,2686.0,1.9696358658589206
207,0.9396337919816224,1596.0,1.8362982740949116,1347.0,1.032501634056718,2686.0,1.9542701526541377
208,0.9620637230487851,1592.0,2.0863645640572943,1344.0,1.1850174884026279,2682.0,2.1686344823870853
209,0.9737637955568974,1588.0,2.024232803611475,1342.0,1.3602667379334907,2678.0,2.0787718878517274
210,0.9764003793414558,1592.0,1.4445042969484627,1345.0,1.3630894340798962,2684.0,1.4794180005570305
211,0.9711343885081227,1594.0,1.4985112674183079,1347.0,1.2172140970818437,2687.0,1.5430524190584505
212,0.9655602702008119,1594.0,0.6797623823017707,1346.0,1.0426798739198138,2688.0,0.7040082357162412
213,0.9685465050363709,1594.0,0.2918877280764422,1345.0,1.1143366471184577,2688.0,0.3013667661373485
214,0.9755280457016935,1594.0,0.3198855929717062,1346.0,1.2861233066731634,2685.0,0.32791019630974705
215,0.9769212976596384,1596.0,1.1218943875684901,1348.0,1.2184023529855545,2688.0,1.1483979213639384
216,0.9397863649237069,1595.0,1.779484875490248,1347.0,1.0756351833745479,2690.0,1.893499354648233
217,0.9478122238972003,1592.0,2.2175553036462423,1345.0,1.241588283009616,2684.0,2.3396567882698656
218,0.9415389423929017,1595.0,1.9352218952430207,1345.0,1.1577200398364225,2686.0,2.0553816821688695
219,0.937112403732103,1594.0,1.7536110498634472,1346.0,0.9624811099059704,2686.0,1.8712921127493267
220,0.9432988790071563,1591.0,1.872108594777686,1343.0,1.0110390599099548,2681.0,1.9846399019875052
221,0.9431017879542687,1592.0,1.9635983928196794,1343.0,1.0089089760205379,2680.0,2.082064118528524
222,0.9497487215956033,1593.0,1.8142014922446117,1345.0,1.04823077110435,2684.0,1.9101910336838406
223,0.9343946286526781,1595.0,1.732506607386919,1346.0,1.0302526905270215,2688.0,1.854148722884949
224,0.9379130799688933,1594.0,1.5691066078354357,1346.0,0.9697398453790247,2689.0,1.6729765703741721
225,0.9492807314417884,1592.0,1.6982359791748385,1344.0,1.0720729955879735,2684.0,1.7889712947143892
226,0.9689952310970557,1593.0,2.184443305895795,1345.0,1.227064316579592,2681.0,2.2543385517208994
227,0.9685009426814419,1594.0,1.8929837088649284,1346.0,1.0563017558651349,2688.0,1.9545501975701909
228,0.9590427064859295,1594.0,1.7445381880765682,1347.0,1.208129871660663,2688.0,1.8190411920954044
229,0.9475114837872896,1592.0,2.0582133492305625,1345.0,1.4391428929466188,2685.0,2.172230505327172
230,0.959714677338457,1589.0,2.199951634604412,1343.0,1.3298121246540116,2679.0,2.2922975823454745
231,0.9500193832283698,1590.0,1.8539559083619939,1342.0,0.9751043272074834,2677.0,1.951492718034714
232,0.9608364778232628,1589.0,1.56555496490894,1342.0,1.0639196699239917,2677.0,1.6293667039532505
233,0.9861462669319485,1591.0,1.1821988901291043,1345.0,1.7172317353900932,2693.0,1.1988068400918916
234,0.9503052801333871,1590.0,1.5219724630979852,1344.0,0.8797138760383851,2684.0,1.6015616191087116
235,0.9696604729166375,1596.0,1.7644718456462165,1346.0,1.088430195306235,2690.0,1.8196800786762704
236,0.9279015127159299,1595.0,2.1551937432592285,1346.0,1.0616450160209463,2686.0,2.3226535507535324
237,0.965353340042097,1593.0,2.1041826278490707,1346.0,1.0818220247089236,2685.0,2.1797020226369255
238,0.9711037599212097,1592.0,1.8454587799084639,1344.0,1.0394649209199929,2684.0,1.9003723969292372
239,0.9448306025636712,1592.0,1.6382193305653252,1345.0,0.9856253366195161,2685.0,1.7338762378359005
240,0.9665724787387676,1586.0,1.6562083323782013,1340.0,1.222157671236017,2674.0,1.7134859193790675
241,0.9719110873469258,1586.0,1.098781541185903,1341.0,1.0270539553760754,2677.0,1.1305370990110852
242,0.9656895081029896,1586.0,0.8855533633785977,1345.0,0.7619756163020112,2685.0,0.9170166559209987
243,0.9727613537438244,1593.0,1.094874912896887,1347.0,1.0477991390665173,2686.0,1.1255329055611527
244,0.9711318115242664,1595.0,0.32329529567541043,1348.0,1.3927648040980245,2688.0,0.33290567957811357
245,0.9744969499582739,1595.0,0.1775741494152725,1346.0,1.3897576794963857,2689.0,0.18222134961312694
246,0.9791744479090766,1595.0,0.13882579152934912,1349.0,1.481840600856752,2686.0,0.14177840508991724
247,0.9719487173533815,1597.0,0.5237231156175527,1348.0,1.2983124334265579,2691.0,0.5388382187937363
248,0.9396586596990848,1594.0,1.9742105666774852,1346.0,1.3290170067608003,2686.0,2.1009869342445096
249,0.9358577878994847,1593.0,2.1410604780764357,1346.0,1.311608261628583,2684.0,2.2878053757312915
250,0.9459268933456798,1595.0,1.896972247377539,1347.0,1.162086277432298,2686.0,2.0054110531397153
251,0.9448206409233898,1592.0,1.7483262297241486,1344.0,1.0527385224167634,2682.0,1.8504318745783102
252,0.9528702246844659,1591.0,1.7164765005986722,1343.0,1.0699157144177827,2677.0,1.801374894642203
253,0.9349030484766148,1591.0,1.7731456661068565,1343.0,1.05692818185824,2680.0,1.896609139307143
254,0.9372449130376114,1594.0,1.7607617344871045,1346.0,0.9878424250727331,2685.0,1.8786570190927732
255,0.9407519893915738,1594.0,1.6842899135477138,1346.0,1.0973968858228234,2685.0,1.7903655081686505
256,0.9512046436825312,1594.0,1.6511792349834116,1346.0,0.9343938954310231,2687.0,1.7358822267634977
257,0.9602456109779712,1593.0,1.6396341324971446,1346.0,0.9770796230843765,2685.0,1.7075153624781931
258,0.9419110506628876,1594.0,1.8461223026959581,1345.0,1.1959309618500935,2686.0,1.9599752029628645
259,0.9668196492855665,1595.0,1.8253784358077663,1347.0,1.1469728860201682,2688.0,1.8880237251659435
260,0.9490456126975888,1597.0,1.7466029494061064,1348.0,1.046890616926906,2692.0,1.8403782979845642
261,0.9633339728893955,1594.0,1.7412877549787418,1346.0,1.1530163789549148,2687.0,1.8075639435366062
262,0.9675313093300686,1590.0,2.13289038604054,1344.0,1.376780952949906,2681.0,2.204466527824698
263,0.9560073830434829,1590.0,2.0162215946956006,1343.0,1.1666670189533668,2680.0,2.1090021169887714
264,0.9852686662317612,1589.0,0.40880726432491543,1344.0,0.7325860943290881,2693.0,0.4149195831918937
265,0.9681113580108937,1590.0,0.5982196605761764,1345.0,1.295789144094965,2693.0,0.6179244315502028
